Path	Type	Full Address	Device Offset	Mode	Bit Offset	Bit Size	Enum	Description
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[17]	<class 'pyrogue._Variable.RemoteVariable'>	0x910044	0x44	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[18]	<class 'pyrogue._Variable.RemoteVariable'>	0x910048	0x48	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[19]	<class 'pyrogue._Variable.RemoteVariable'>	0x91004c	0x4c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[20]	<class 'pyrogue._Variable.RemoteVariable'>	0x910050	0x50	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[21]	<class 'pyrogue._Variable.RemoteVariable'>	0x910054	0x54	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[22]	<class 'pyrogue._Variable.RemoteVariable'>	0x910058	0x58	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[23]	<class 'pyrogue._Variable.RemoteVariable'>	0x91005c	0x5c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[24]	<class 'pyrogue._Variable.RemoteVariable'>	0x910060	0x60	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[25]	<class 'pyrogue._Variable.RemoteVariable'>	0x910064	0x64	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[26]	<class 'pyrogue._Variable.RemoteVariable'>	0x910068	0x68	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[27]	<class 'pyrogue._Variable.RemoteVariable'>	0x91006c	0x6c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[28]	<class 'pyrogue._Variable.RemoteVariable'>	0x910070	0x70	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[29]	<class 'pyrogue._Variable.RemoteVariable'>	0x910074	0x74	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[30]	<class 'pyrogue._Variable.RemoteVariable'>	0x910078	0x78	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[31]	<class 'pyrogue._Variable.RemoteVariable'>	0x91007c	0x7c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[32]	<class 'pyrogue._Variable.RemoteVariable'>	0x910080	0x80	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[33]	<class 'pyrogue._Variable.RemoteVariable'>	0x910084	0x84	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[34]	<class 'pyrogue._Variable.RemoteVariable'>	0x910088	0x88	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[35]	<class 'pyrogue._Variable.RemoteVariable'>	0x91008c	0x8c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[36]	<class 'pyrogue._Variable.RemoteVariable'>	0x910090	0x90	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[37]	<class 'pyrogue._Variable.RemoteVariable'>	0x910094	0x94	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[38]	<class 'pyrogue._Variable.RemoteVariable'>	0x910098	0x98	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[39]	<class 'pyrogue._Variable.RemoteVariable'>	0x91009c	0x9c	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[40]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100a0	0xa0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[41]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100a4	0xa4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[42]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100a8	0xa8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[43]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100ac	0xac	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[44]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100b0	0xb0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[45]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100b4	0xb4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[46]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100b8	0xb8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[47]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100bc	0xbc	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[48]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100c0	0xc0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[49]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100c4	0xc4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[50]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100c8	0xc8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[51]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100cc	0xcc	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[52]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100d0	0xd0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[53]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100d4	0xd4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[54]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100d8	0xd8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[55]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100dc	0xdc	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[56]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100e0	0xe0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[57]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100e4	0xe4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[58]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100e8	0xe8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[59]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100ec	0xec	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[60]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100f0	0xf0	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[61]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100f4	0xf4	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[62]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100f8	0xf8	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseCount[63]	<class 'pyrogue._Variable.RemoteVariable'>	0x9100fc	0xfc	RO	[0]	[32]	None	Timing frame phase
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].PhaseTarget	<class 'pyrogue._Variable.RemoteVariable'>	0x910100	0x100	RW	[0]	[7]	None	Timing frame phase lock target
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].ResetLen	<class 'pyrogue._Variable.RemoteVariable'>	0x910100	0x100	RW	[16]	[4]	None	Reset length
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].LastPhase	<class 'pyrogue._Variable.RemoteVariable'>	0x910104	0x104	RO	[0]	[7]	None	Last timing frame phase seen
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].TxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x910108	0x108	RO	[0]	[32]	None	
TimeToolDev.Hardware.Timing.GthRxAlignCheck[1].RxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x91010c	0x10c	RO	[0]	[32]	None	
TimeToolDev.Hardware.Timing.TimingDbgMon.MmcmRst	<class 'pyrogue._Command.RemoteCommand'>	0x920000	0x0	WO	[0]	[1]	None	MmcmRst
TimeToolDev.Hardware.Timing.TimingDbgMon.MmcmLocked	<class 'pyrogue._Variable.RemoteVariable'>	0x920004	0x4	RO	[0]	[2]	None	MmcmLocked
TimeToolDev.Hardware.Timing.TimingDbgMon.RefRstStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x920008	0x8	RO	[0]	[2]	None	RefRstStatus
TimeToolDev.Hardware.Timing.TimingDbgMon.Loopback	<class 'pyrogue._Variable.RemoteVariable'>	0x92000c	0xc	RW	[0]	[3]	{0: 'No', 1: 'Near-end PCS', 2: 'Near-end PMA', 4: 'Far-end PMA', 6: 'Far-end PCS'}	GT Loopback Mode
TimeToolDev.Hardware.Timing.TimingDbgMon.UseMiniTpg	<class 'pyrogue._Variable.RemoteVariable'>	0x920010	0x10	RW	[0]	[1]	{False: 'False', True: 'True'}	Enables usage of the local miniTPG module in the Timing RX module (stand alone testing)
TimeToolDev.Hardware.Timing.TimingDbgMon.RxUserRst	<class 'pyrogue._Command.RemoteCommand'>	0x920014	0x14	WO	[0]	[1]	None	RxUserRst
TimeToolDev.Hardware.Timing.TimingDbgMon.TxUserRst	<class 'pyrogue._Command.RemoteCommand'>	0x920018	0x18	WO	[0]	[1]	None	TxUserRst
TimeToolDev.Hardware.Timing.TimingDbgMon.TxRstStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x920020	0x20	RO	[0]	[1]	None	TxRstStatus
TimeToolDev.Hardware.Timing.TimingDbgMon.RxRstStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x920024	0x24	RO	[0]	[1]	None	RxRstStatus
TimeToolDev.Hardware.Timing.TimingDbgMon.RefClkFreq[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920030	0x30	RO	[0]	[32]	None	RefClkFreq
TimeToolDev.Hardware.Timing.TimingDbgMon.RefClkFreq[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x920034	0x34	RO	[0]	[32]	None	RefClkFreq
TimeToolDev.Hardware.Timing.TimingDbgMon.TxClkFreq	<class 'pyrogue._Variable.RemoteVariable'>	0x920038	0x38	RO	[0]	[32]	None	TxClkFreq
TimeToolDev.Hardware.Timing.TimingDbgMon.RxClkFreq	<class 'pyrogue._Variable.RemoteVariable'>	0x92003c	0x3c	RO	[0]	[32]	None	RxClkFreq
TimeToolDev.Hardware.Timing.TimingDbgMon.LocalTrigRate[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920040	0x40	RO	[0]	[32]	None	Local Trig Rate
TimeToolDev.Hardware.Timing.TimingDbgMon.RemoteTrigRate[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920050	0x50	RO	[0]	[32]	None	Remote Trig Rate
TimeToolDev.Hardware.Timing.TimingDbgMon.LocalTrigDropRate[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920060	0x60	RO	[0]	[32]	None	Local Trig Drop Rate
TimeToolDev.Hardware.Timing.TimingDbgMon.RemoteTrigDropRate[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920070	0x70	RO	[0]	[32]	None	Remote Trig Drop Rate
TimeToolDev.Hardware.Timing.TimingDbgMon.LocalTrigCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920080	0x80	RO	[0]	[16]	None	Local Trig Cnt
TimeToolDev.Hardware.Timing.TimingDbgMon.RemoteTrigCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920088	0x88	RO	[0]	[16]	None	Remote Trig Cnt
TimeToolDev.Hardware.Timing.TimingDbgMon.LocalTrigDropCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920090	0x90	RO	[0]	[16]	None	Local Trig Drop Cnt
TimeToolDev.Hardware.Timing.TimingDbgMon.RemoteTrigDropCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x920098	0x98	RO	[0]	[16]	None	Remote Trig Drop Cnt
TimeToolDev.Hardware.Timing.TimingDbgMon.CntRst	<class 'pyrogue._Variable.RemoteVariable'>	0x9200fc	0xfc	WO	[0]	[32]	None	Counter Reset
TimeToolDev.Hardware.Timing.Triggering.Ch[0].EnableReg	<class 'pyrogue._Variable.RemoteVariable'>	0x930000	0x0	RW	[0]	[1]	{False: 'False', True: 'True'}	Enable Register
TimeToolDev.Hardware.Timing.Triggering.Ch[0].RateSel	<class 'pyrogue._Variable.RemoteVariable'>	0x930004	0x4	RW	[0]	[13]	None	Rate select
TimeToolDev.Hardware.Timing.Triggering.Ch[0].DestSel	<class 'pyrogue._Variable.RemoteVariable'>	0x930004	0x4	RW	[13]	[19]	None	Destination select
TimeToolDev.Hardware.Timing.Triggering.Ch[0].Count	<class 'pyrogue._Variable.RemoteVariable'>	0x930008	0x8	RO	[0]	[32]	None	Counts
TimeToolDev.Hardware.Timing.Triggering.LocalTrig[0].EnableTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x931000	0x0	RW	[31]	[1]	{False: 'False', True: 'True'}	Trigger Enable
TimeToolDev.Hardware.Timing.Triggering.LocalTrig[0].Source	<class 'pyrogue._Variable.RemoteVariable'>	0x931000	0x0	RW	[0]	[4]	None	Source mask
TimeToolDev.Hardware.Timing.Triggering.LocalTrig[0].Polarity	<class 'pyrogue._Variable.RemoteVariable'>	0x931000	0x0	RW	[16]	[1]	{0: 'Falling', 1: 'Rising'}	Signal polarity
TimeToolDev.Hardware.Timing.Triggering.LocalTrig[0].Delay	<class 'pyrogue._Variable.RemoteVariable'>	0x931004	0x4	RW	[0]	[28]	None	Delay in ticks
TimeToolDev.Hardware.Timing.Triggering.LocalTrig[0].Width	<class 'pyrogue._Variable.RemoteVariable'>	0x931008	0x8	RW	[0]	[28]	None	Width in ticks
TimeToolDev.Hardware.Timing.Triggering.RemoteTrig[0].EnableTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x931400	0x0	RW	[31]	[1]	{False: 'False', True: 'True'}	Trigger Enable
TimeToolDev.Hardware.Timing.Triggering.RemoteTrig[0].Source	<class 'pyrogue._Variable.RemoteVariable'>	0x931400	0x0	RW	[0]	[4]	None	Source mask
TimeToolDev.Hardware.Timing.Triggering.RemoteTrig[0].Polarity	<class 'pyrogue._Variable.RemoteVariable'>	0x931400	0x0	RW	[16]	[1]	{0: 'Falling', 1: 'Rising'}	Signal polarity
TimeToolDev.Hardware.Timing.Triggering.RemoteTrig[0].Delay	<class 'pyrogue._Variable.RemoteVariable'>	0x931404	0x4	RW	[0]	[28]	None	Delay in ticks
TimeToolDev.Hardware.Timing.Triggering.RemoteTrig[0].Width	<class 'pyrogue._Variable.RemoteVariable'>	0x931408	0x8	RW	[0]	[28]	None	Width in ticks
TimeToolDev.Hardware.Timing.TimingFrameRx.sofCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980000	0x0	RO	[0]	[32]	None	Start of frame count
TimeToolDev.Hardware.Timing.TimingFrameRx.eofCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980004	0x4	RO	[0]	[32]	None	End of frame count
TimeToolDev.Hardware.Timing.TimingFrameRx.FidCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980008	0x8	RO	[0]	[32]	None	Valid frame count
TimeToolDev.Hardware.Timing.TimingFrameRx.CrcErrCount	<class 'pyrogue._Variable.RemoteVariable'>	0x98000c	0xc	RO	[0]	[32]	None	CRC error count
TimeToolDev.Hardware.Timing.TimingFrameRx.RxClkCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980010	0x10	RO	[0]	[32]	None	Recovered clock count div 16
TimeToolDev.Hardware.Timing.TimingFrameRx.RxRstCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980014	0x14	RO	[0]	[32]	None	Receive link reset count
TimeToolDev.Hardware.Timing.TimingFrameRx.RxDecErrCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980018	0x18	RO	[0]	[32]	None	Receive 8b/10b decode error count
TimeToolDev.Hardware.Timing.TimingFrameRx.RxDspErrCount	<class 'pyrogue._Variable.RemoteVariable'>	0x98001c	0x1c	RO	[0]	[32]	None	Receive disparity error count
TimeToolDev.Hardware.Timing.TimingFrameRx.RxCountReset	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	WO	[0]	[1]	None	Reset receive counters
TimeToolDev.Hardware.Timing.TimingFrameRx.RxLinkUp	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	RO	[1]	[1]	None	Receive link status
TimeToolDev.Hardware.Timing.TimingFrameRx.RxPolarity	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	RW	[2]	[1]	None	Invert receive link polarity
TimeToolDev.Hardware.Timing.TimingFrameRx.RxReset	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	WO	[3]	[1]	None	Reset receive link
TimeToolDev.Hardware.Timing.TimingFrameRx.ClkSel	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	RW	[4]	[1]	None	Select LCLS-I/LCLS-II Timing
TimeToolDev.Hardware.Timing.TimingFrameRx.RxDown	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	RW	[5]	[1]	None	Rx down latch status
TimeToolDev.Hardware.Timing.TimingFrameRx.BypassRst	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	RW	[6]	[1]	None	Buffer bypass reset status
TimeToolDev.Hardware.Timing.TimingFrameRx.RxPllReset	<class 'pyrogue._Variable.RemoteVariable'>	0x980020	0x20	WO	[7]	[1]	None	Reset RX PLL
TimeToolDev.Hardware.Timing.TimingFrameRx.MsgDelay	<class 'pyrogue._Variable.RemoteVariable'>	0x980024	0x24	RW	[0]	[20]	None	LCLS-II timing frame pipeline delay (186MHz clks)
TimeToolDev.Hardware.Timing.TimingFrameRx.TxClkCount	<class 'pyrogue._Variable.RemoteVariable'>	0x980028	0x28	RO	[0]	[32]	None	Transmit clock counter div 16
TimeToolDev.Hardware.Timing.TimingFrameRx.BypassDoneCount	<class 'pyrogue._Variable.RemoteVariable'>	0x98002c	0x2c	RO	[0]	[16]	None	Buffer bypass done count
TimeToolDev.Hardware.Timing.TimingFrameRx.BypassResetCount	<class 'pyrogue._Variable.RemoteVariable'>	0x98002c	0x2c	RO	[16]	[16]	None	Buffer bypass reset count
TimeToolDev.Hardware.Timing.TPGMiniCore.TxPolarity	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0000	0x0	RW	[1]	[1]	None	Invert transmit link polarity
TimeToolDev.Hardware.Timing.TPGMiniCore.TxLoopback	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0000	0x0	RW	[2]	[3]	None	Set transmit link loopback
TimeToolDev.Hardware.Timing.TPGMiniCore.TxInhibit	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0000	0x0	RW	[5]	[1]	None	Set transmit link inhibit
TimeToolDev.Hardware.Timing.TPGMiniCore.BaseControl	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0004	0x4	RW	[0]	[16]	None	Base rate trigger divisor
TimeToolDev.Hardware.Timing.TPGMiniCore.PulseIdWr	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0058	0x58	WO	[0]	[64]	None	Pulse ID write
TimeToolDev.Hardware.Timing.TPGMiniCore.PulseIdRd	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0008	0x8	RO	[0]	[64]	None	Pulse ID read
TimeToolDev.Hardware.Timing.TPGMiniCore.PulseIdSet	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0070	0x70	RW	[0]	[1]	None	Activates PulseId register value
TimeToolDev.Hardware.Timing.TPGMiniCore.TStampWr	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0060	0x60	WO	[0]	[64]	None	Time stamp Write
TimeToolDev.Hardware.Timing.TPGMiniCore.TStampRd	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0010	0x10	RO	[0]	[64]	None	Time stamp read
TimeToolDev.Hardware.Timing.TPGMiniCore.TStampSet	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0074	0x74	RW	[0]	[1]	None	Activates Timestamp register value
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0018	0x18	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b001c	0x1c	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0020	0x20	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0024	0x24	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0028	0x28	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[5]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b002c	0x2c	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[6]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0030	0x30	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[7]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0034	0x34	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[8]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0038	0x38	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.FixedRateDiv[9]	<class 'pyrogue._Variable.RemoteVariable'>	0x9b003c	0x3c	RW	[0]	[32]	None	Fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.RateReload	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0040	0x40	WO	[0]	[1]	None	Loads cached fixed rate marker divisors
TimeToolDev.Hardware.Timing.TPGMiniCore.NBeamSeq	<class 'pyrogue._Variable.RemoteVariable'>	0x9b004c	0x4c	RO	[0]	[6]	None	Number of beam request engines
TimeToolDev.Hardware.Timing.TPGMiniCore.NControlSeq	<class 'pyrogue._Variable.RemoteVariable'>	0x9b004c	0x4c	RO	[6]	[8]	None	Number of control sequence engines
TimeToolDev.Hardware.Timing.TPGMiniCore.NArraysBsa	<class 'pyrogue._Variable.RemoteVariable'>	0x9b004c	0x4c	RO	[14]	[8]	None	Number of BSA arrays
TimeToolDev.Hardware.Timing.TPGMiniCore.SeqAddrLen	<class 'pyrogue._Variable.RemoteVariable'>	0x9b004c	0x4c	RO	[22]	[4]	None	Number of beam sequence engines
TimeToolDev.Hardware.Timing.TPGMiniCore.NAllowSeq	<class 'pyrogue._Variable.RemoteVariable'>	0x9b004c	0x4c	RO	[26]	[6]	None	Number of beam allow engines
TimeToolDev.Hardware.Timing.TPGMiniCore.TxReset	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0068	0x68	WO	[0]	[1]	None	Reset transmit link
TimeToolDev.Hardware.Timing.TPGMiniCore.CountIntervalReset	<class 'pyrogue._Variable.RemoteVariable'>	0x9b006c	0x6c	WO	[0]	[1]	None	Count Interval Reset
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaNumSamples	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[0]	[12]	None	Lcls-1 BSA Number of Samples - 1
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaRate	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[12]	[3]	{0: '120Hz', 1: '60Hz', 2: '30Hz', 3: '10Hz', 4: '5Hz', 5: '1Hz', 6: '0.5Hz'}	Lcls-1 BSA Rate
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaTimeSlot	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[15]	[3]	{0: 'TS1', 1: 'TS2', 2: 'TS3', 3: 'TS4', 4: 'TS5', 5: 'TS6'}	Lcls-1 BSA Time Slot
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaSeverity	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[18]	[2]	{0: 'INVALID', 1: 'MAJOR', 2: 'MINOR'}	Lcls-1 BSA Rejection Severity Threshold
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaEdefSlot	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[20]	[4]	None	Lcls-1 BSA EDEF Slot Number
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaNumAvgs	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0078	0x78	RW	[24]	[8]	None	Lcls-1 BSA Number of Values to Average per Sample - 1
TimeToolDev.Hardware.Timing.TPGMiniCore.Lcls1BsaStart	<class 'pyrogue._Variable.RemoteVariable'>	0x9b007c	0x7c	RW	[0]	[32]	None	Lcls-1 BSA Started by Writing any Value Here
TimeToolDev.Hardware.Timing.TPGMiniCore.BsaCompleteWr	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0050	0x50	WO	[0]	[64]	None	BSA complete write
TimeToolDev.Hardware.Timing.TPGMiniCore.BsaCompleteRd	<class 'pyrogue._Variable.RemoteVariable'>	0x9b0050	0x50	RO	[0]	[64]	None	BSA complete read
